Date,Station Name,Latitude (y),Longitude (x),Mean Temp (°C),Total Precip (mm),Spd of Max Gust (km/h),Is_Fire_Event,size_ha
2022-08-09,KELOWNA,49.96,-119.38,22.2,0.0,25.0,0.0,0.0
2022-08-10,KELOWNA,49.96,-119.38,24.4,0.0,50.0,0.0,0.0
2022-08-11,KELOWNA,49.96,-119.38,25.0,2.5,63.0,0.0,0.0
2022-08-12,KELOWNA,49.96,-119.38,22.9,0.2,68.0,0.0,0.0
2022-08-13,KELOWNA,49.96,-119.38,20.8,1.0,45.0,0.0,0.0
2022-08-14,KELOWNA,49.96,-119.38,19.3,0.0,32.0,0.0,0.0
2022-08-15,KELOWNA,49.96,-119.38,22.3,0.0,25.0,0.0,0.0
2022-08-16,KELOWNA,49.96,-119.38,23.6,0.0,25.0,0.0,0.0
2022-08-17,KELOWNA,49.96,-119.38,23.5,0.0,39.0,0.0,0.0
2022-08-18,KELOWNA,49.96,-119.38,23.0,0.0,25.0,0.0,0.0
2022-08-19,KELOWNA,49.96,-119.38,24.8,0.0,46.0,0.0,0.0
2022-08-20,KELOWNA,49.96,-119.38,23.9,0.0,25.0,0.0,0.0
2022-08-21,KELOWNA,49.96,-119.38,25.0,0.0,45.0,0.0,0.0
2022-08-22,KELOWNA,49.96,-119.38,23.3,3.8,59.0,0.0,0.0
2022-08-23,KELOWNA,49.96,-119.38,22.5,2.5,25.0,0.0,0.0
2022-08-24,KELOWNA,49.96,-119.38,22.3,0.0,41.0,0.0,0.0
2022-08-25,KELOWNA,49.96,-119.38,22.6,0.0,25.0,0.0,0.0
2022-08-26,KELOWNA,49.96,-119.38,23.7,0.0,52.0,0.0,0.0
2022-08-27,KELOWNA,49.96,-119.38,18.6,0.0,52.0,0.0,0.0
2022-08-28,KELOWNA,49.96,-119.38,17.3,0.0,33.0,0.0,0.0
2022-08-29,KELOWNA,49.96,-119.38,20.4,0.0,25.0,0.0,0.0
2022-08-30,KELOWNA,49.96,-119.38,22.7,0.0,25.0,0.0,0.0
2022-08-31,KELOWNA,49.96,-119.38,21.9,0.0,42.0,0.0,0.0
2023-07-01,KELOWNA,49.96,-119.38,20.8,0.0,54.0,0.0,0.0
2023-07-02,KELOWNA,49.96,-119.38,18.9,0.0,41.0,0.0,0.0
2023-07-03,KELOWNA,49.96,-119.38,17.0,0.0,48.0,0.0,0.0
2023-07-04,KELOWNA,49.96,-119.38,19.4,0.0,39.0,0.0,0.0
2023-07-05,KELOWNA,49.96,-119.38,20.3,0.0,32.0,0.0,0.0
2023-07-06,KELOWNA,49.96,-119.38,22.1,0.0,25.0,0.0,0.0
2023-07-07,KELOWNA,49.96,-119.38,22.6,0.0,61.0,0.0,0.0
2023-07-08,KELOWNA,49.96,-119.38,23.3,0.0,32.0,0.0,0.0
2023-07-09,KELOWNA,49.96,-119.38,23.9,0.0,50.0,0.0,0.0
2023-07-10,KELOWNA,49.96,-119.38,20.5,0.7,42.0,0.0,0.0
2023-07-11,KELOWNA,49.96,-119.38,22.3,4.5,25.0,0.0,0.0
2023-07-12,KELOWNA,49.96,-119.38,20.9,0.2,50.0,0.0,0.0
2023-07-13,KELOWNA,49.96,-119.38,19.5,0.0,37.0,0.0,0.0
2023-07-14,KELOWNA,49.96,-119.38,22.7,0.0,39.0,0.0,0.0
2023-07-15,KELOWNA,49.96,-119.38,23.6,0.0,25.0,0.0,0.0
2023-07-16,KELOWNA,49.96,-119.38,23.5,0.0,35.0,0.0,0.0
2023-07-17,KELOWNA,49.96,-119.38,20.5,0.0,50.0,0.0,0.0
2023-07-18,KELOWNA,49.96,-119.38,18.3,0.0,37.0,0.0,0.0
2023-07-19,KELOWNA,49.96,-119.38,21.3,0.0,35.0,0.0,0.0
2023-07-20,KELOWNA,49.96,-119.38,24.2,0.0,25.0,0.0,0.0
2023-07-21,KELOWNA,49.96,-119.38,24.9,0.0,39.0,0.0,0.0
2023-07-22,KELOWNA,49.96,-119.38,24.0,0.0,46.0,0.0,0.0
2023-07-23,KELOWNA,49.96,-119.38,23.1,0.0,25.0,0.0,0.0
2023-07-24,KELOWNA,49.96,-119.38,20.6,0.2,80.0,0.0,0.0
2023-07-25,KELOWNA,49.96,-119.38,16.3,3.2,55.0,0.0,0.0
2023-07-26,KELOWNA,49.96,-119.38,16.8,0.0,42.0,0.0,0.0
2023-07-27,KELOWNA,49.96,-119.38,18.4,0.0,48.0,0.0,0.0
2023-07-28,KELOWNA,49.96,-119.38,21.2,0.0,48.0,0.0,0.0
2023-07-29,KELOWNA,49.96,-119.38,22.8,0.0,39.0,0.0,0.0
2023-07-30,KELOWNA,49.96,-119.38,24.0,0.0,35.0,0.0,0.0
2023-07-31,KELOWNA,49.96,-119.38,22.1,0.0,25.0,0.0,0.0
2023-08-01,KELOWNA,49.96,-119.38,21.0,0.0,39.0,0.0,0.0
2023-08-02,KELOWNA,49.96,-119.38,21.3,0.0,33.0,0.0,0.0
2023-08-03,KELOWNA,49.96,-119.38,20.7,0.0,39.0,0.0,0.0
2023-08-04,KELOWNA,49.96,-119.38,21.6,0.0,41.0,0.0,0.0
2023-08-05,KELOWNA,49.96,-119.38,22.1,0.0,37.0,0.0,0.0
2023-08-06,KELOWNA,49.96,-119.38,23.2,0.0,25.0,0.0,0.0
2023-08-07,KELOWNA,49.96,-119.38,22.8,0.0,25.0,0.0,0.0
2023-08-08,KELOWNA,49.96,-119.38,22.9,0.0,37.0,0.0,0.0
2023-08-09,KELOWNA,49.96,-119.38,22.1,0.0,45.0,0.0,0.0
2023-08-10,KELOWNA,49.96,-119.38,22.0,0.0,48.0,0.0,0.0
2023-08-11,KELOWNA,49.96,-119.38,19.8,0.0,35.0,0.0,0.0
2023-08-12,KELOWNA,49.96,-119.38,23.0,0.0,39.0,0.0,0.0
2023-08-13,KELOWNA,49.96,-119.38,23.0,0.0,39.0,0.0,0.0
2023-08-14,KELOWNA,49.96,-119.38,24.7,0.0,39.0,0.0,0.0
2023-08-15,KELOWNA,49.96,-119.38,26.6,0.0,25.0,1.0,13970.4
2023-08-16,KELOWNA,49.96,-119.38,25.1,0.0,25.0,0.0,0.0
2023-08-17,KELOWNA,49.96,-119.38,23.9,0.0,48.0,1.0,733.0
2023-08-17,KELOWNA,49.96,-119.38,23.9,0.0,48.0,0.0,0.0
2023-08-18,KELOWNA,49.96,-119.38,22.0,0.0,59.0,1.0,372.6
2023-08-18,KELOWNA,49.96,-119.38,22.0,0.0,59.0,0.0,0.0
2023-08-19,KELOWNA,49.96,-119.38,15.1,0.0,41.0,0.0,0.0
2023-08-20,KELOWNA,49.96,-119.38,15.3,0.0,32.0,0.0,0.0
2023-08-21,KELOWNA,49.96,-119.38,16.7,0.0,42.0,0.0,0.0
2023-08-22,KELOWNA,49.96,-119.38,19.7,7.8,46.0,0.0,0.0
2023-08-23,KELOWNA,49.96,-119.38,16.6,0.9,42.0,0.0,0.0
2023-08-25,KELOWNA,49.96,-119.38,16.7,0.0,25.0,0.0,0.0
2023-08-26,KELOWNA,49.96,-119.38,19.2,0.0,37.0,0.0,0.0
2023-08-27,KELOWNA,49.96,-119.38,19.9,0.0,25.0,0.0,0.0
2023-08-28,KELOWNA,49.96,-119.38,21.9,0.0,32.0,0.0,0.0
2023-08-29,KELOWNA,49.96,-119.38,17.8,0.2,33.0,0.0,0.0
2023-08-30,KELOWNA,49.96,-119.38,18.6,0.7,37.0,0.0,0.0
2023-08-31,KELOWNA,49.96,-119.38,16.0,0.2,35.0,0.0,0.0
